ID,xmlid,type,label,uri
10786,viaf7446193,bibliography,"Lettere sopra l'Inghilterra, Scozia, ed Olanda",https://viaf.org/viaf/7446193
10787,viaf37059067,bibliography,Lettere di XIII Huomini illustri,https://viaf.org/viaf/37059067
10788,zibbibl049,bibliography,Lettere varie,https://www.wikidata.org/wiki/zibbibl049
10789,viaf15159474314527662500,bibliography,"Lettere volgari di diversi nobilissimi huomini et eccellentissimi ingegni",https://viaf.org/viaf/15159474314527662500
10790,zibbibl086,bibliography,Letters on India,https://www.wikidata.org/wiki/zibbibl086
10791,zibbibl118,bibliography,Letters on India (recensione),https://www.wikidata.org/wiki/zibbibl118
10792,viaf179079138,bibliography,Letters to his son,https://viaf.org/viaf/179079138
10793,viaf182714087,bibliography,"Lettre à M. Renouard libraire, sur une tache faite à un manuscrit de Florence",https://viaf.org/viaf/182714087
10794,viaf99893298,bibliography,"Lettres à ses Elèves pour servir d'introduction à l'intelligence des divines Ecritures",https://viaf.org/viaf/99893298
10795,viaf161146462697827772253,bibliography,Lettres sur l'Italie,https://viaf.org/viaf/161146462697827772253
10796,viaf315649913,bibliography,"Lexici universalis historico-geographico-chronologico-poetico-philologici",https://viaf.org/viaf/315649913
10797,viaf6470159880898618540005,bibliography,Lexicon,https://viaf.org/viaf/6470159880898618540005
10798,viaf7983159521647933070006,bibliography,Lexicon Atticum,https://viaf.org/viaf/7983159521647933070006
10799,viaf41947846,bibliography,Lexicon Chaldaicum Talmudicum et Rabbinicum,https://viaf.org/viaf/41947846
10800,viaf182607198,bibliography,Lexicon Graeco-Latinum novum,https://viaf.org/viaf/182607198
10801,zibbibl052,bibliography,Lexicon Graecolatinum seu Thesaurus linguae Graecae,https://www.wikidata.org/wiki/zibbibl052
10802,viaf83279478,bibliography,Lexicon Hebraicum,https://viaf.org/viaf/83279478
10803,viaf7357147270478835700001,bibliography,Lexicon manuale Graeco-Latinum et Latino-Graecum,https://viaf.org/viaf/7357147270478835700001
10804,Q15851274,bibliography,Lexicon Totius Latinitatis,https://www.wikidata.org/wiki/Q15851274
10805,viaf185276824,bibliography,Lexicon vocum Platonicarum,https://viaf.org/viaf/185276824
10806,zibbibl053,bibliography,Lezione dell'ordine dell'Universo,https://www.wikidata.org/wiki/zibbibl053
10807,viaf61649450,bibliography,Lezione seconda sulla lingua,https://viaf.org/viaf/61649450
10808,viaf161152636141820051965,bibliography,Lezioni di lingua toscana,https://viaf.org/viaf/161152636141820051965
10809,viaf29557732,bibliography,Lezioni di lingua toscana,https://viaf.org/viaf/29557732
10810,viaf90228090,bibliography,Lezioni sulle doti di una colta favella,https://viaf.org/viaf/90228090
10811,Q9190,bibliography,Libro dell'Esodo,https://www.wikidata.org/wiki/Q9190
10812,Q4577,bibliography,Libro di Giobbe,https://www.wikidata.org/wiki/Q4577
10813,Q131458,bibliography,Libro di Isaia,https://www.wikidata.org/wiki/Q131458
10814,Q1164083,bibliography,"The Life and Opinions of Tristram Shandy, Gentleman",https://www.wikidata.org/wiki/Q1164083
10815,viaf8504161575650204730009,bibliography,"Life of Lorenzo de' Medici, called the Magnificent",https://viaf.org/viaf/8504161575650204730009
10816,zibbibl054,bibliography,Lingua Persiana,https://www.wikidata.org/wiki/zibbibl054
10817,viaf315111609,bibliography,Lingua universalis communi omnium nationum usui accommodata,https://viaf.org/viaf/315111609
10818,viaf74022196,bibliography,la Lirica del Frugoni e de’ bolognesi del secolo XVIII,https://viaf.org/viaf/74022196
10819,zibbibl055,bibliography,Lirici antichi serj e giocosi fino al secolo XVI,https://www.wikidata.org/wiki/zibbibl055
10820,Q51879281,bibliography,Lodi della Patria,https://www.wikidata.org/wiki/Q51879281
10821,viaf177063513,bibliography,la Loi naturelle ou Catéchisme du citoyen français,https://viaf.org/viaf/177063513
10822,Q524457,bibliography,dei Maccabei,https://www.wikidata.org/wiki/Q524457
10823,viaf176501302,bibliography,Magasin encyclopédique,https://viaf.org/viaf/176501302
10824,Q588161,bibliography,le Malade imaginaire,https://www.wikidata.org/wiki/Q588161
10825,Q24940342,bibliography,il Malmantile racquistato,https://www.wikidata.org/wiki/Q24940342
10826,viaf27096132,bibliography,Malte par un Voyageur françois,https://viaf.org/viaf/27096132
10827,Q1245589,bibliography,Mandragola,https://www.wikidata.org/wiki/Q1245589
10828,viaf190450782,bibliography,Manuscrit venu de Sainte-Helène,https://viaf.org/viaf/190450782
10829,Q1658208,bibliography,il Marescalco,https://www.wikidata.org/wiki/Q1658208
10830,Q3233736,bibliography,les Martyrs,https://www.wikidata.org/wiki/Q3233736
10831,viaf85061848,bibliography,Meditazioni filosofiche sulla Religione e sulla Morale,https://viaf.org/viaf/85061848
10832,Q182283,bibliography,Megha Duta,https://www.wikidata.org/wiki/Q182283
10833,zibbibl087,bibliography,Megha Duta (recensione),https://www.wikidata.org/wiki/zibbibl087
10834,viaf184430743,bibliography,"Mélanges de Morale, d'Économie et de Politique",https://viaf.org/viaf/184430743
10835,viaf44379708,bibliography,Meletemata e disciplina antiquitatis,https://viaf.org/viaf/44379708
10836,viaf177066221,bibliography,Mémoires de l'Académie des Inscriptions et Belles-Lettres,https://viaf.org/viaf/177066221
10837,Q42192848,bibliography,"Memoires pour servir a l'histoire ecclesiastique des six premiers siecles",https://www.wikidata.org/wiki/Q42192848
10838,viaf66731528,bibliography,Mémoires secrets sur les règnes de Louis XIV et de Louis XV,https://viaf.org/viaf/66731528
10839,Q1373343,bibliography,Memorabilia,https://www.wikidata.org/wiki/Q1373343
10840,viaf37159474314927662510,bibliography,Memoria intorno ai Druidi e ai Bardi Britanni,https://viaf.org/viaf/37159474314927662510
10841,viaf7681156223668705400007,bibliography,Memorie intorno alla guerra de’ francesi in Ispagna,https://viaf.org/viaf/7681156223668705400007
10842,viaf175441787,bibliography,Memorie sulla vita e filosofia d'Empedocle Gergentino,https://viaf.org/viaf/175441787
10843,zibbibl184,bibliography,Memorie sulla vita e filosofia d'Empedocle Gergentino (recensione),https://www.wikidata.org/wiki/zibbibl184
10844,Q1240100,bibliography,Menaechmi,https://www.wikidata.org/wiki/Q1240100
10845,Q1474843,bibliography,Menesseno,https://www.wikidata.org/wiki/Q1474843
10846,Q972126,bibliography,Mercator,https://www.wikidata.org/wiki/Q972126
10847,Q3333323,bibliography,Merope,https://www.wikidata.org/wiki/Q3333323
10848,Q374581,bibliography,Messias,https://www.wikidata.org/wiki/Q374581
10849,viaf100172478,bibliography,"le Metamorfosi di Ovidio ridotte da Giovanni Andrea dell'Anguillara in ottava rima",https://viaf.org/viaf/100172478
10850,Q184742,bibliography,Metamorphoses,https://www.wikidata.org/wiki/Q184742
10851,viaf313410195,bibliography,Metamorphoses,https://viaf.org/viaf/313410195
10852,Q2741164,bibliography,Meteorologica,https://www.wikidata.org/wiki/Q2741164
10853,viaf196911058,bibliography,Mirabilia,https://viaf.org/viaf/196911058
10854,viaf7725903,bibliography,Miscellanea critica,https://viaf.org/viaf/7725903
10855,viaf5699464,bibliography,Miscellanea philologica,https://viaf.org/viaf/5699464
10856,viaf42599420,bibliography,Miscellanea philologica,https://viaf.org/viaf/42599420
10857,viaf199741195,bibliography,"Miscellanea philosophica et historica, graece. Textum e codice Cizensi descripsit, lectionisque varietatem ex aliquot aliis codicibus enotatam adiecit M. Christianus Godofredus Müller",https://viaf.org/viaf/199741195
10858,Q1938873,bibliography,Misopogon,https://www.wikidata.org/wiki/Q1938873
10859,viaf52159474046527660726,bibliography,Missione al gran Mogor,https://viaf.org/viaf/52159474046527660726
10860,Q42193042,bibliography,"Mithridates, oder allgemeine Sprachenkunde",https://www.wikidata.org/wiki/Q42193042
10861,zibbibl127,bibliography,il Mondo morale,https://www.wikidata.org/wiki/zibbibl127
10862,Q3322740,bibliography,The Monthly Magazine,https://www.wikidata.org/wiki/Q3322740
10863,zibbibl131,bibliography,The Monthly Repertory of English literature,https://www.wikidata.org/wiki/zibbibl131
10864,viaf76145663016105070618,bibliography,"la Morale universelle, ou les devoirs de l’homme fondés sur la nature",https://viaf.org/viaf/76145663016105070618
10865,Q651941,bibliography,Moralia,https://www.wikidata.org/wiki/Q651941
10866,Q12901105,bibliography,Moretum,https://www.wikidata.org/wiki/Q12901105
10867,Q1766450,bibliography,Morgante,https://www.wikidata.org/wiki/Q1766450
10868,Q1235754,bibliography,Mostellaria,https://www.wikidata.org/wiki/Q1235754
10869,Q2593363,bibliography,"Myriobiblon, sive Biblioteca",https://www.wikidata.org/wiki/Q2593363
10870,Q746583,bibliography,Musae sive Historiarum libri ix,https://www.wikidata.org/wiki/Q746583
10871,viaf12366161,bibliography,Il Museo Pio Clementino,https://viaf.org/viaf/12366161
10872,viaf46869293,bibliography,Muséum étrusque du prince de Canino,https://viaf.org/viaf/46869293
10873,Q19133813,bibliography,Musogonia,https://www.wikidata.org/wiki/Q19133813
10874,zibbibl123,bibliography,Narodna srbska pjesnarica (recensione),https://www.wikidata.org/wiki/zibbibl123
10875,zibbibl0129,bibliography,"Narodne srpske pjesme skupio, ii na swijet izdao",https://www.wikidata.org/wiki/zibbibl0129
10876,zibbibl090,bibliography,"Narodne srpske pjesme skupio, ii na swijet izdao (recensione)",https://www.wikidata.org/wiki/zibbibl090
10877,Q87752868,bibliography,Narrationes,https://www.wikidata.org/wiki/Q87752868
10878,viaf755145858278123022834,bibliography,Narrationes amatoriae,https://viaf.org/viaf/755145858278123022834
10879,Q442,bibliography,Naturalis historia,https://www.wikidata.org/wiki/Q442
10880,Q51879002,bibliography,Navigium,https://www.wikidata.org/wiki/Q51879002
10881,Q28956679,bibliography,Necyomantia,https://www.wikidata.org/wiki/Q28956679
10882,Q3874640,bibliography,Nencia da Barberino,https://www.wikidata.org/wiki/Q3874640
10883,Q131554,bibliography,Nibelungenlied,https://www.wikidata.org/wiki/Q131554
10884,Q19729643,bibliography,Nigrino,https://www.wikidata.org/wiki/Q19729643
10885,Q660519,bibliography,Noctes Atticae,https://www.wikidata.org/wiki/Q660519
10886,viaf7046155953607942630008,bibliography,"Nomadische Streifereien unter den Kalmüken in den Jahren 1802 und 1803",https://viaf.org/viaf/7046155953607942630008
10887,viaf2591168740907779530008,bibliography,"Notae ad Diogenis Laërtij libros de vitis, dictis et decretis principum Philosophorum",https://viaf.org/viaf/2591168740907779530008
10888,viaf17233318,bibliography,Notitia orbis antiqui,https://viaf.org/viaf/17233318
10889,viaf9651160211338948920008,bibliography,Notizia de' Cambj,https://viaf.org/viaf/9651160211338948920008
10890,zibbibl138,bibliography,Notizie letterarie di Cesena,https://www.wikidata.org/wiki/zibbibl138
10891,Q109378161,bibliography,Notti romane al sepolcro de' Scipioni,https://www.wikidata.org/wiki/Q109378161
10892,viaf17368610,bibliography,Nouveau Dictionnaire françois-italien,https://viaf.org/viaf/17368610
10893,Q2720221,bibliography,Nouveaux essais sur l'entendement humain,https://www.wikidata.org/wiki/Q2720221
10894,viaf36990347,bibliography,"Nouvel Examen critique et historique de l'Inscription grecque du roi nubien Silco",https://viaf.org/viaf/36990347
10895,zibbibl058,bibliography,Novarum historiarum ad variam eruditionem,https://www.wikidata.org/wiki/zibbibl058
10896,Q555699,bibliography,Novelas exemplares,https://www.wikidata.org/wiki/Q555699
10897,viaf608165271618810690005,bibliography,Novum lexicon graeco-latinum in Novum Testamentum,https://viaf.org/viaf/608165271618810690005
10898,viaf285544567,bibliography,Novus thesaurus latinae linguae prosodiacus instauratus,https://viaf.org/viaf/285544567
10899,Q868447,bibliography,Nubes,https://www.wikidata.org/wiki/Q868447
10900,Q739036,bibliography,Nuova Cronica,https://www.wikidata.org/wiki/Q739036
10901,viaf59835540,bibliography,Nuova Raccolta d'opuscoli scientifici e filologici,https://viaf.org/viaf/59835540
10902,zibbibl059,bibliography,Nuovo Raccoglitore,https://www.wikidata.org/wiki/zibbibl059
10903,Q18813,bibliography,Nuovo testamento,https://www.wikidata.org/wiki/Q18813
10904,zibbibl147,bibliography,"Observations sur la ressemblance frappante que l'on découvre entre la lingue des Russes et celle des Romains",https://www.wikidata.org/wiki/zibbibl147
10905,zibbibl060,bibliography,"Observations sur l'art de traduire, premesse al suo Essai de traduction de quelques morceaux de Tacite",https://www.wikidata.org/wiki/zibbibl060
10906,zibbibl062,bibliography,Observations sur le meilleur système d'orthographe portugaise,https://www.wikidata.org/wiki/zibbibl062
10907,Q96655750,bibliography,Observations sur l’histoire de France,https://www.wikidata.org/wiki/Q96655750
10908,viaf185795893,bibliography,Octo Orationum ineditarum partes,https://viaf.org/viaf/185795893
10909,Q3880858,bibliography,Odi,https://www.wikidata.org/wiki/Q3880858
10910,Q35160,bibliography,Odissea,https://www.wikidata.org/wiki/Q35160
10911,Q18908081,bibliography,Odissea (traduzione),https://www.wikidata.org/wiki/Q18908081
10912,viaf219960899,bibliography,Oeconomica ex Xenophonte,https://viaf.org/viaf/219960899
10913,viaf255361593,bibliography,"Oeuvres complettes de Frédéric II, roi de Prusse",https://viaf.org/viaf/255361593
10914,viaf315401930,bibliography,Oeuvres complètes de Madame la Marquise de Lambert,https://viaf.org/viaf/315401930
10915,viaf317009079,bibliography,Oeuvres de Salluste,https://viaf.org/viaf/317009079
10916,Q18146776,bibliography,Olimpiche,https://www.wikidata.org/wiki/Q18146776
10917,viaf277160890,bibliography,Omelie,https://viaf.org/viaf/277160890
10918,Q540578,bibliography,Oneirocritica,https://www.wikidata.org/wiki/Q540578
10919,viaf131165271684310690003,bibliography,Opera,https://viaf.org/viaf/131165271684310690003
10920,Q7836968,bibliography,Opera,https://www.wikidata.org/wiki/Q7836968
10921,viaf174857361,bibliography,Opera,https://viaf.org/viaf/174857361
10922,viaf37165272511710690008,bibliography,Opera,https://viaf.org/viaf/37165272511710690008
10923,viaf2350165271488010690007,bibliography,Opera omnia,https://viaf.org/viaf/2350165271488010690007
10924,viaf39399735,bibliography,Opera omnia,https://viaf.org/viaf/39399735
10925,viaf205797211,bibliography,Opera omnia,https://viaf.org/viaf/205797211
10926,viaf100203633,bibliography,Opera omnia,https://viaf.org/viaf/100203633
10927,zibbibl134,bibliography,Opera omnia quae extant,https://www.wikidata.org/wiki/zibbibl134
10928,zibbibl145,bibliography,Opera omnia quae exstant,https://www.wikidata.org/wiki/zibbibl145
10929,Q9232206,bibliography,Opere,https://www.wikidata.org/wiki/Q9232206
10930,viaf5694165272151110690000,bibliography,Opere,https://viaf.org/viaf/5694165272151110690000
10931,viaf8159474239027662124,bibliography,Opere,https://viaf.org/viaf/8159474239027662124
10932,zibbibl132,bibliography,Opere,https://www.wikidata.org/wiki/zibbibl132
10933,viaf2159474315427662564,bibliography,Opere,https://viaf.org/viaf/2159474315427662564
10934,viaf39159474327027662857,bibliography,Opere,https://viaf.org/viaf/39159474327027662857
10935,viaf176964078,bibliography,Opere,https://viaf.org/viaf/176964078
10936,Q6267379,bibliography,Opere,https://www.wikidata.org/wiki/Q6267379
10937,viaf32159474327527662877,bibliography,Opere,https://viaf.org/viaf/32159474327527662877
10938,Q51374216,bibliography,Opere,https://www.wikidata.org/wiki/Q51374216
10939,viaf22159474188727661843,bibliography,Opere,https://viaf.org/viaf/22159474188727661843
10940,Q667285,bibliography,le Opere e i giorni,https://www.wikidata.org/wiki/Q667285
10941,Q3884099,bibliography,Operette Morali,https://www.wikidata.org/wiki/Q3884099
10942,viaf66895933,bibliography,Opuscola Graecorum veterum sententiosa et moralia,https://viaf.org/viaf/66895933
10943,viaf296522146,bibliography,"Oraison funèbre de Louis de Bourbon, Prince de Condé ",https://viaf.org/viaf/296522146
10944,Q3108,bibliography,Oratio Claudii,https://www.wikidata.org/wiki/Q3108
10945,viaf47593967,bibliography,Oratione in lode di Torquato Tasso fatta nel'Academia degli Alterati,https://viaf.org/viaf/47593967
10946,viaf5144648141918710772,bibliography,Orationes theologicae,https://viaf.org/viaf/5144648141918710772
10947,viaf175457986,bibliography,Orationi,https://viaf.org/viaf/175457986
10948,viaf204611845,bibliography,Orationum Ciceronis quinque enarratio,https://viaf.org/viaf/204611845
10949,Q2028309,bibliography,Orator,https://www.wikidata.org/wiki/Q2028309
10950,viaf1234165271484110690005,bibliography,Orazione della poesia,https://viaf.org/viaf/1234165271484110690005
10951,zibbibl068,bibliography,Orazione delle lodi di Filippo Sassetti,https://www.wikidata.org/wiki/zibbibl068
10952,zibbibl069,bibliography,Orazione in lode della lingua toscana,https://www.wikidata.org/wiki/zibbibl069
10953,zibbibl070,bibliography,Orazione in morte del Gran Duca di Toscana Cosimo primo,https://www.wikidata.org/wiki/zibbibl070
10954,viaf100222474,bibliography,Orazione in morte della imperatrice Elena,https://viaf.org/viaf/100222474
10955,zibbibl071,bibliography,Orazione seconda per la Lega,https://www.wikidata.org/wiki/zibbibl071
10956,Q13040256,bibliography,Orazioni,https://www.wikidata.org/wiki/Q13040256
10957,Q3885529,bibliography,Oreste,https://www.wikidata.org/wiki/Q3885529
10958,viaf63901391,bibliography,sur l'Origine des caractères runiques,https://viaf.org/viaf/63901391
10959,Q204058,bibliography,Origines,https://www.wikidata.org/wiki/Q204058
10960,Q48922,bibliography,Orlando Furioso,https://www.wikidata.org/wiki/Q48922
10961,Q2465530,bibliography,Orlando Innamorato,https://www.wikidata.org/wiki/Q2465530
10962,viaf209921449,bibliography,Orlando Innamorato,https://viaf.org/viaf/209921449
10963,viaf16159474046727660987,bibliography,Orthographia Latina ex vetustis monumentis,https://viaf.org/viaf/16159474046727660987
10964,Q781898,bibliography,Os Lusíadas,https://www.wikidata.org/wiki/Q781898
10965,viaf56672363,bibliography,"Osservazioni sul ""Giaurro""",https://viaf.org/viaf/56672363
10966,Q110768621,bibliography,Otho,https://www.wikidata.org/wiki/Q110768621
10967,Q1193602,bibliography,la Pace,https://www.wikidata.org/wiki/Q1193602
10968,viaf315145857886723020771,bibliography,il Padre di famiglia,https://viaf.org/viaf/315145857886723020771
10969,Q3893205,bibliography,Panegirico,https://www.wikidata.org/wiki/Q3893205
10970,viaf196905060,bibliography,Panegyricus de quarto consulatu Honorii Augusti,https://viaf.org/viaf/196905060
10971,zibbibl146,bibliography,"Panthéon Chinois ou, Parallèle entre le culte religieux des grecs et celui des chinois : avec de nouvelles preuves que la Chine a été connue des grecs, et que les Sérès des auteurs classiques ont été des chinois",https://www.wikidata.org/wiki/zibbibl146
10972,zibbibl039,bibliography,i Papiri diplomatici raccolti ed illustrati dall'abate Gaetano Marini,https://www.wikidata.org/wiki/zibbibl039
10973,Q28754,bibliography,Paradise Lost,https://www.wikidata.org/wiki/Q28754
10974,Q15839516,bibliography,Paradoxa Stoicorum,https://www.wikidata.org/wiki/Q15839516
10975,Q98170283,bibliography,Parere dell’autore su le presenti tragedie,https://www.wikidata.org/wiki/Q98170283
10976,viaf219194089,bibliography,Partitiones duodecim versuum Aeneidos principalium,https://viaf.org/viaf/219194089
10977,viaf97735216,bibliography,la Passione di Cristo nostro signore,https://viaf.org/viaf/97735216
10978,Q477990,bibliography,il Pastor fido,https://www.wikidata.org/wiki/Q477990
10979,Q2293012,bibliography,Paul et Virginie,https://www.wikidata.org/wiki/Q2293012
10980,viaf181093799,bibliography,Pensieri diversi sopra materie filosofiche e filologiche,https://viaf.org/viaf/181093799
10981,Q17360856,bibliography,Pensées sur la religion,https://www.wikidata.org/wiki/Q17360856
10982,Q3825645,bibliography,Periegesi della Grecia,https://www.wikidata.org/wiki/Q3825645
10983,Q87746382,bibliography,Peri ierenes (Sulla pace),https://www.wikidata.org/wiki/Q87746382
10984,viaf186836716,bibliography,Peri ideon,https://viaf.org/viaf/186836716
10985,zibbibl064,bibliography,Peri nomon,https://www.wikidata.org/wiki/zibbibl064
10986,Q788458,bibliography,I Persiani,https://www.wikidata.org/wiki/Q788458
10987,Q19223202,bibliography,Petit volume contenant quelques aperçus des hommes et de la société,https://www.wikidata.org/wiki/Q19223202
10988,Q777435,bibliography,Phaedra,https://www.wikidata.org/wiki/Q777435
10989,viaf24630553,bibliography,"Phaedri, qui sub augusto et tiberio vixit fabuale",https://viaf.org/viaf/24630553
10990,Q604091,bibliography,Philippicae,https://www.wikidata.org/wiki/Q604091
10991,viaf292759030,bibliography,Philippicae,https://viaf.org/viaf/292759030
10992,Q87746383,bibliography,Philippus,https://www.wikidata.org/wiki/Q87746383
10993,Q1415903,bibliography,Philoctetes,https://www.wikidata.org/wiki/Q1415903
10994,Q7186136,bibliography,Philopatris,https://www.wikidata.org/wiki/Q7186136
10995,Q205921,bibliography,Philosophiae Naturalis Principia Mathematica,https://www.wikidata.org/wiki/Q205921
10996,Q1217045,bibliography,Phormio,https://www.wikidata.org/wiki/Q1217045
10997,viaf181982799,bibliography,"Physiognomische Fragmente zur Beförderung der Menschenkenntnis und Menschenliebe",https://viaf.org/viaf/181982799
10998,viaf3304151475024900490009,bibliography,Physiologie des passions,https://viaf.org/viaf/3304151475024900490009
10999,Q3411444,bibliography,Pitiche,https://www.wikidata.org/wiki/Q3411444
11000,viaf7449215,bibliography,Platonis quae exstant Opera: accedunt Platonis quae feruntur scripta,https://viaf.org/viaf/7449215
11001,zibbibl079,bibliography,Plauto; Iseo; Temistio (recensione),https://www.wikidata.org/wiki/zibbibl079
11002,Q1196456,bibliography,Pluto o la Ricchezza,https://www.wikidata.org/wiki/Q1196456
11003,viaf207949891,bibliography,il Podere,https://viaf.org/viaf/207949891
11004,Q3401061,bibliography,Poème sur le désastre de Lisbonne,https://www.wikidata.org/wiki/Q3401061
11005,viaf88085584,bibliography,"Poemetti del secolo XV, XVI",https://viaf.org/viaf/88085584
11006,viaf180671908,bibliography,Poems,https://viaf.org/viaf/180671908
11007,viaf56647756,bibliography,Poesie,https://viaf.org/viaf/56647756
11008,viaf27105574,bibliography,"Poesie d'Alessandro Guidi con la sua vita descritta da Gio. Mario Crescimbeni",https://viaf.org/viaf/27105574
11009,viaf213996200,bibliography,Poesie di Ossian tradotte,https://viaf.org/viaf/213996200
11010,viaf25159474046327660099,bibliography,Poesie liriche,https://viaf.org/viaf/25159474046327660099
11011,viaf2565277,bibliography,Poesie toscane,https://viaf.org/viaf/2565277
11012,Q264714,bibliography,Poetica,https://www.wikidata.org/wiki/Q264714
11013,viaf292521395,bibliography,Politeia,https://viaf.org/viaf/292521395
11014,viaf188299401,bibliography,"Polyhistor literarius, philosophicus et practicus",https://viaf.org/viaf/188299401
11015,Q3908524,bibliography,Poroi,https://www.wikidata.org/wiki/Q3908524
11016,zibbibl072,bibliography,Portrait de M. de S...,https://www.wikidata.org/wiki/zibbibl072
11017,viaf180774635,bibliography,Praecepta artis rhetoricae,https://viaf.org/viaf/180774635
11018,Q36461929,bibliography,Praecepta gerendae reipublicae,https://www.wikidata.org/wiki/Q36461929
11019,viaf54371483,bibliography,Precetti elementari sulla pittura de’ paesi,https://viaf.org/viaf/54371483
11020,Q110986344,bibliography,la Presa di Mileto,https://www.wikidata.org/wiki/Q110986344
11021,viaf2823954,bibliography,"Presbyteri Aniensis Temporum usque ad suam aetatem ratio e libris historicorum summatim collecta",https://viaf.org/viaf/2823954
11022,Q80355,bibliography,Prima lettera ai Corinzi,https://www.wikidata.org/wiki/Q80355
11023,Q105380640,bibliography,Principia Historiae,https://www.wikidata.org/wiki/Q105380640
11024,Q1195384,bibliography,Principia philosophiae,https://www.wikidata.org/wiki/Q1195384
11025,Q6470817,bibliography,Principi di scienza nuova,https://www.wikidata.org/wiki/Q6470817
11026,Q3922215,bibliography,Pro Archia poeta,https://www.wikidata.org/wiki/Q3922215
11027,Q7246714,bibliography,Pro Cluentio,https://www.wikidata.org/wiki/Q7246714
11028,Q110814493,bibliography,Progymnasmata,https://www.wikidata.org/wiki/Q110814493
11029,Q110814319,bibliography,Progymnasmata,https://www.wikidata.org/wiki/Q110814319
11030,Q51879421,bibliography,Pro Lapsu inter salutandum,https://www.wikidata.org/wiki/Q51879421
11031,Q12901621,bibliography,Prolegomena ad Homerum,https://www.wikidata.org/wiki/Q12901621
11032,Q1572220,bibliography,Prometeo o il Caucaso,https://www.wikidata.org/wiki/Q1572220
11033,Q656577,bibliography,Pro Milone,https://www.wikidata.org/wiki/Q656577
11034,Q42194678,bibliography,Proposta di alcune correzioni ed aggiunte al vocabolario della Crusca,https://www.wikidata.org/wiki/Q42194678
11035,Q3406195,bibliography,Pro rege Deiotaro,https://www.wikidata.org/wiki/Q3406195
11036,viaf9836658,bibliography,Prose fiorentine raccolte dallo Smarrito accademico della Crusca,https://viaf.org/viaf/9836658
11037,viaf73882975,bibliography,Prose toscane,https://viaf.org/viaf/73882975
11038,viaf1647165271485610690006,bibliography,Prose varie,https://viaf.org/viaf/1647165271485610690006
11039,viaf5724843,bibliography,Prospectus d’une nouvelle traduction d’Hérodote,https://viaf.org/viaf/5724843
11040,zibbibl120,bibliography,"Prospetto storico-filosofico delle vicende e dei progressi delle scienze, arti e costumi dal secolo undecimo dell' era cristiana fino al secolo decimottavo",https://www.wikidata.org/wiki/zibbibl120
11041,zibbibl081,bibliography,"Prospetto Storico-filosofico delle vicende e de' progressi delle scienze, arti e costumi del secolo undecimo dell'era cristiana fino al secolo decimottravo (recensione)",https://www.wikidata.org/wiki/zibbibl081
11042,Q3061935,bibliography,Protrepticus,https://www.wikidata.org/wiki/Q3061935
11043,Q110904750,bibliography,Pseudologista,https://www.wikidata.org/wiki/Q110904750
11044,Q1233667,bibliography,Pseudolus,https://www.wikidata.org/wiki/Q1233667
11045,zibbibl074,bibliography,Psyché en grec. Ame,https://www.wikidata.org/wiki/zibbibl074
11046,viaf14819364,bibliography,Publii Virgilii Maronis Vita per annos digesta,https://viaf.org/viaf/14819364
11047,Q2327400,bibliography,la Pucelle d'Orléans,https://www.wikidata.org/wiki/Q2327400
11048,viaf260145542567896641077,bibliography,Puerili e abbozzi vari,https://viaf.org/viaf/260145542567896641077
11049,Q1219433,bibliography,Punica,https://www.wikidata.org/wiki/Q1219433
11050,Q3058641,bibliography,Pyrrhoniae institutiones,https://www.wikidata.org/wiki/Q3058641
11051,viaf100180720,bibliography,Q. Aurelii Summachi V.C. octo orationum ineditarum partes,https://viaf.org/viaf/100180720
11052,viaf202979076,bibliography,Quadriregio,https://viaf.org/viaf/202979076
11053,Q113376926,bibliography,Quaestiones disputatae de virtutibus,https://www.wikidata.org/wiki/Q113376926
11054,viaf37053630,bibliography,Quaestiones Herodoteae,https://viaf.org/viaf/37053630
11055,viaf95295506,bibliography,i Quattro libri di Senofonte dei detti memorabili di Socrate,https://viaf.org/viaf/95295506
11056,Q20552058,bibliography,Quaestiones convivales,https://www.wikidata.org/wiki/Q20552058
11057,viaf198561304,bibliography,Questions de littérature légale,https://viaf.org/viaf/198561304
11058,Q28942560,bibliography,Quaestiones Romanae,https://www.wikidata.org/wiki/Q28942560
11059,viaf276125522,bibliography,Quod nemo laedatur nisi a se ipso,https://viaf.org/viaf/276125522
11060,Q11883033,bibliography,Quomodo historia conscribenda sit,https://www.wikidata.org/wiki/Q11883033
11061,Q87195449,bibliography,Quomodo quis suos in virtute sentiat profectus,https://www.wikidata.org/wiki/Q87195449
11062,zibbibl075,bibliography,Raccolta di prose ad uso delle regie scuole,https://www.wikidata.org/wiki/zibbibl075
11063,viaf308605468,bibliography,Ragionamenti d'amore,https://viaf.org/viaf/308605468
11064,Q815376,bibliography,le Rane,https://www.wikidata.org/wiki/Q815376
11065,Q1823920,bibliography,The Rape of the Lock,https://www.wikidata.org/wiki/Q1823920
11066,zibbibl095,bibliography,Recent discoveries at Pompeii (recensione),https://www.wikidata.org/wiki/zibbibl095
11067,viaf9366147270397735700002,bibliography,Recherches sur l'origine des dećouvertes attribuées aux modernes,https://viaf.org/viaf/9366147270397735700002
11068,Q20379650,bibliography,i Redivivi o il pescatore,https://www.wikidata.org/wiki/Q20379650
11069,viaf200806047,bibliography,Réflexions nouvelles sur les femmes,https://viaf.org/viaf/200806047
